id,name,HP,attack,defense,sp. attack,sp. defense,speed,species,description,height,weight,gender,thumbnail,type_fire,type_water,type_electric,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
203,"Girafarig",70,80,65,90,65,85,"Long Neck Pokémon","Girafarig’s rear head contains a tiny brain that is too small for thinking. However, the rear head doesn’t need to sleep, so it can keep watch over its surroundings 24 hours a day.","1.5 m","41.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/203.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
204,"Pineco",50,65,90,35,35,15,"Bagworm Pokémon","It sticks tree bark to itself with its saliva, making itself thicker and larger. Elderly Pineco are ridiculously huge.","0.6 m","7.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/204.png",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205,"Forretress",75,90,140,60,60,40,"Bagworm Pokémon","In the moment that it gulps down its prey, the inside of its shell is exposed, but to this day, no one has ever seen that sight.","1.2 m","125.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/205.png",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
206,"Dunsparce",100,70,70,65,65,45,"Land Snake Pokémon","When it sees a person, it digs a hole with its tail to make its escape. If you happen to find one, consider yourself lucky.","1.5 m","14 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/206.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"Gligar",65,75,105,35,65,85,"Fly Scorpion Pokémon","Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.","1.1 m","64.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/207.png",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
208,"Steelix",75,85,200,55,65,30,"Iron Snake Pokémon","Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.","9.2 m","400 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/208.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
209,"Snubbull",60,80,50,40,40,30,"Fairy Pokémon","In contrast to its appearance, it’s quite timid. When playing with other puppy Pokémon, it sometimes gets bullied.","0.6 m","7.8 kg","25:75","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/209.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,"Granbull",90,120,75,60,60,45,"Fairy Pokémon","Although it’s popular with young people, Granbull is timid and sensitive, so it’s totally incompetent as a watchdog.","1.4 m","48.7 kg","25:75","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/210.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,"Qwilfish",65,95,85,55,55,85,"Balloon Pokémon","Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.","0.5 m","3.9 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/211.png",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,"Scizor",70,130,100,55,80,65,"Pincer Pokémon","Once it has identified something as an enemy, it will continue beating them with its steel-hard pincers until there’s nothing left but scraps.","1.8 m","118 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/212.png",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
213,"Shuckle",20,10,230,10,230,5,"Mold Pokémon","Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.","0.6 m","20.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/213.png",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
214,"Heracross",80,125,75,40,95,85,"Single Horn Pokémon","It roams through forests searching for sweet nectar. Although it boasts fantastic physical strength, it’s not that good at flying.","1.5 m","54 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/214.png",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
215,"Sneasel",55,95,55,35,75,115,"Sharp Claw Pokémon","It blends into the dark of night to ambush its prey. Sneasel will attack Sandshrew, but its hard skin can cause Sneasel’s claws to snap off.","0.9 m","28 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/215.png",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
216,"Teddiursa",60,80,50,50,50,40,"Little Bear Pokémon","This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.","0.6 m","8.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/216.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"Ursaring",90,130,75,75,75,55,"Hibernator Pokémon","In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.","1.8 m","125.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/217.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"Slugma",40,40,40,70,40,20,"Lava Pokémon","Slugma does not have any blood in its body. Instead, intensely hot magma circulates throughout this Pokémon’s body, carrying essential nutrients and oxygen to its organs.","0.7 m","35 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/218.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"Magcargo",60,50,120,90,80,30,"Lava Pokémon","Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.","0.8 m","55 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/219.png",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,"Swinub",50,50,40,30,30,50,"Pig Pokémon","Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.","0.4 m","6.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/220.png",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
221,"Piloswine",100,100,80,60,60,50,"Swine Pokémon","Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.","1.1 m","55.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/221.png",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
222,"Corsola",65,55,95,65,95,35,"Coral Pokémon","In Alola, where their natural enemies Mareanie are plentiful, many Corsola have stubby branches on their heads.","0.6 m","5 kg","25:75","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/222.png",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
223,"Remoraid",35,65,35,65,35,65,"Jet Pokémon","Also known as the “sniper of the seas,” its water gun can hit prey without fail from over 300 feet away.","0.6 m","12 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/223.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"Octillery",75,105,75,105,75,45,"Jet Pokémon","It usually sleeps in caves. The pitch-black ink that Octillery spits is also used for cooking.","0.9 m","28.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/224.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"Delibird",45,55,45,65,45,75,"Delivery Pokémon","It wraps food in its tail to carry it around. The Delibird with the biggest tail is the boss of the flock!","0.9 m","16 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/225.png",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
226,"Mantine",85,40,70,80,140,70,"Kite Pokémon","Many people have taken up surfing because they admire how magnificently Mantine swims.","2.1 m","220 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/226.png",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
227,"Skarmory",65,80,140,40,70,70,"Armor Bird Pokémon","Its body is draped in steel armor. It looks heavy, but it can fly at speeds of up to 185 miles an hour!","1.7 m","50.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/227.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
228,"Houndour",45,60,30,80,50,65,"Dark Pokémon","They make repeated eerie howls before dawn to call attention to their pack.","0.6 m","10.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/228.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,"Houndoom",75,90,50,110,80,95,"Dark Pokémon","Identifiable by its eerie howls, people a long time ago thought it was the grim reaper and feared it.","1.4 m","35 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/229.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,"Kingdra",75,95,95,95,95,85,"Dragon Pokémon","Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.","1.8 m","152 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/230.png",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,"Phanpy",90,60,60,40,40,40,"Long Nose Pokémon","Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.","0.5 m","33.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/231.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
232,"Donphan",90,120,120,60,60,50,"Armor Pokémon","If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.","1.1 m","120 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/232.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
233,"Porygon2",85,80,90,105,95,60,"Virtual Pokémon","Even though it doesn’t die in the vacuum of space, it can’t move around very well in zero gravity.","0.6 m","32.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/233.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,"Stantler",73,95,62,85,65,85,"Big Horn Pokémon","Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.","1.4 m","71.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/234.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"Smeargle",55,20,35,20,45,75,"Painter Pokémon","It draws symbols with the fluid that oozes from the tip of its tail. Depending on the symbol, Smeargle fanatics will pay big money for them.","1.2 m","58 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/235.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"Tyrogue",35,35,35,35,35,35,"Scuffle Pokémon","Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.","0.7 m","21 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/236.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237,"Hitmontop",50,95,95,35,110,70,"Handstand Pokémon","Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.","1.4 m","48 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/237.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
238,"Smoochum",45,30,15,85,65,65,"Kiss Pokémon","Highly perceptive sensors, Smoochum’s lips are kept moist by its daily application of tree sap.","0.4 m","6 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/238.png",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
239,"Elekid",45,63,37,65,55,95,"Electric Pokémon","When its horns shine a bluish white, that’s the sign it’s fully charged. You’ll get a shocking jolt if you touch it!","0.6 m","23.5 kg","75:25","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/239.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Magby",45,75,37,70,55,83,"Live Coal Pokémon","Its body temperature is always around 1,100 degrees Fahrenheit. If Magby falls into a small- enough pond, the whole thing will dry up.","0.7 m","21.4 kg","75:25","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/240.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"Miltank",95,80,105,40,70,100,"Milk Cow Pokémon","Its milk is delicious and chock-full of nutrients. However, if you drink too much, it could make your stomach hurt, so be careful.","1.2 m","75.5 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/241.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"Blissey",255,10,10,75,135,55,"Happiness Pokémon","This Pokémon is overflowing with love. Only Chansey that share a strong bond with their Trainer can evolve, so people say.","1.5 m","46.8 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/242.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,"Raikou",90,85,75,115,100,115,"Thunder Pokémon","Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.","1.9 m","178 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/243.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"Entei",115,115,85,90,75,100,"Volcano Pokémon","Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.","2.1 m","198 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/244.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"Suicune",100,75,115,90,115,85,"Aurora Pokémon","Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.","2 m","187 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/245.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"Larvitar",50,64,50,45,50,41,"Rock Skin Pokémon","Raised on nutrients it finds in the dirt, it eats roughly a mountain’s worth of dirt before it becomes a pupa.","0.6 m","72 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/246.png",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
247,"Pupitar",70,84,70,65,70,51,"Hard Shell Pokémon","This dangerous pupa thrashes about. Its shell is as hard as bedrock, containing its gradually forming new body within.","1.2 m","152 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/247.png",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
248,"Tyranitar",100,134,110,95,100,61,"Armor Pokémon","This Pokémon is a mobile disaster, leaving mountains crumbled and houses destroyed in its wake.","2 m","202 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/248.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
249,"Lugia",106,90,130,90,154,110,"Diving Pokémon","Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.","5.2 m","216 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/249.png",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
